OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
291,Knott,Save-a-Lot - Hindman,Grocery,"402 KY-899, Hindman, KY 41822",606-785-5665,37.31465,-82.939583,"Mon-Sat 7-9, Sun 10-8",https://savealot.com/grocery-stores/hindman-41822-24473/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
292,Knott,Yoder's Country Market,Grocery,"1319 Hindman Bypass, Hindman, KY 41822",606-785-3344,37.31465,-82.939583,"Mon-Fri 9-5:30, Sat 10-3",https://www.yoderscountrymarket.net/Grocery/folder/41,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
293,Knott,Golden Apple Fruit Market - Hindman,Produce Market,"820 KY-160, Hindman, KY 41822",859-273-8629,37.325633,-82.968351,N/A,https://www.facebook.com/hindmansgoldenapple/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
294,Knott,Knott County Farmers Market,Farmers Market,"56 Education Lane Hindman, Kentucky 41822",606-785-5329,37.33475,-82.977312,Seasonal,https://www.facebook.com/KnottCFM/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
295,Knott,Childers Enterprises,Recycling Centers,55 Holly hills Villa Road Hindman KY 41822,606-785-3911,37.314941,-82.942778,N/A,https://www.facebook.com/pages/Childers-Enterprises/,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, ONP, MRP",8,"Dropoff, broker",Commercial recycler
296,Knott,Knott Transfer Station and Recycling Dropoff,Recycling Centers,256 Transfer Station Road Hindman KY 41822,606-785-0249,37.318598,-82.973004,N/A,N/A,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, NONFE, OCC, OPMIX, OPSORT, ST CANS, WHITE, ONP, UO, MRP, RUB, EGC,",14,Dropoff,Commercial recycler
297,Knott,Smith's Scrap Yard,Recycling Centers,10625 KY-550 Fisty KY 41743,606-251-3011,37.318598,-82.973004,N/A,N/A,"Smith's Scrap Yard is located at the address Po Box 129 in Fisty, Kentucky 41743. They can be contacted via phone at (606) 251-3011 for pricing, hours and directions.",N/A,N/A,N/A,"FE, NONFE",2,"Dropoff, broker",Commercial recycler
298,Knott,Knott County Human Services Center,Family Services,"40 Center St, Hindman, KY 41822",606-785-4095,37.3349717,-82.9800913,Mon-Fri 8-4:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
299,Knott,Cabinet- Health & Family Services,Family Services,"50 Professor Clarke Cir, Hindman, KY 41822",606-785-3107,37.336544,-82.981393,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300,Knott,Food Stamps Office and Family Support,Family Services,"125 Cowtown Rd, Hindman, KY 41822",606-785-3137,37.330003,-82.988218,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301,Knott,Kentucky Career Center - Hindman,Career Services,"1622 Hwy 160 S Hindman, KY 41822",606-785-3322,37.322365,-82.96534,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
302,Knott,Knott County Public Library,Library,238 Highway 160 South P.O. Box 667 Hindman KY 41822,606-785-5412,37.335311,-82.976879,Mon-Fri 8:30-4:30,http://www.knottcountyLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"online homework help for kids, free computer access, copy and printing services",
303,Knott,Knott County Extension,Cooperative Extension Offices,"149 Parks Branch Road Hindman, KY 41822-0462",606-789-8108,37.3224029,-82.9559529,"Mon-Fri 8-4:30, closed 12-1",http://knott.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,Knox,IGA - Barbourville,Grocery,"193 Parkway Plaza, Barbourville, KY 40906",606-546-8320,36.859612,-83.869793,Everyday 7-10,https://www.myiga.com/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
305,Knox,Save-a-Lot - Barbourville,Grocery,"786 US-25E Scenic, Barbourville, KY 40906",606-546-8843,36.857346,-83.871891,Everyday 9-6,https://savealot.com/grocery-stores/barbourville-40906-23471/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
306,Knox,Kroger - Corbin,Grocery,"14889 N Us, US-25E Scenic, Corbin, KY 40701",606-528-8630,36.959316,-84.075202,Everyday 7-10,https://www.kroger.com/stores/details/024/00760?cid=loc_02400760_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
307,Knox,Knox County Farmers' Market,Farmers Market,"Knox County Extension Pavilion 215 Truehaft Rd, Barbourville, KY",606-627-1810,36.850476,-83.86595,Seasonal,https://www.facebook.com/knoxcountyfarmersmarket/,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A
308,Knox,Graceway AKA Barbourville Iron & Metals,Recycling Centers,137 Concrete Plant Road Barbourville KY 40906,606-546-3434,36.85016,-83.856438,N/A,N/A,N/A,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Dropoff, broker",Commercial recycler
309,Knox,Lewis Recycling,Recycling Centers,Culton Hill Road Flat Lick KY 40935,606-622-2228,36.835526,-83.779283,N/A,N/A,N/A,N/A,N/A,N/A,"AL, FE, NONFE",3,"Dropoff, broker",Commercial recycler
310,Knox,T&W Auto Salvage,Recycling Centers,8588 US HWY 25E Flat Lick KY 40935,606-542-5577,36.877588,-83.823036,N/A,N/A,N/A,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Dropoff, broker",Commercial recycler
311,Knox,Families & Children Cabinet -DSS,Family Services,"209 Knox St, Barbourville, KY 40906",606-546-3121,36.86705,-83.887533,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
312,Knox,Office for Children with Special Health Care Needs - Barbourville,Family Services,"110 Johnson Ln Barbourville, KY 40906",606-546-5109,36.868945,-83.887326,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313,Knox,Food Stamp Office - Barbourville,Family Services,"710 Pitzer St, Barbourville, KY 40906",855-306-8959,36.849443,-83.886713,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
314,Knox,"KCEOC Community Action Partinership, Inc",Community Services,"5448 Old Dixie Hwy A, Gray, KY 40734",606-546-3152,36.9196518,-83.9323048,Mon-Fri 8-5,http://www.povertyisreal.org/index.php?lang=en,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315,Knox,G R Hampton Resource Center,Family Services,"60 KY-3441, Barbourville, KY 40906",606-546-4210,36.849443,-83.886713,Mon-Fri 8-3:30,https://www.knoxkyschools.com/schools/gr-hampton-elementary-school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316,Knox,Lend-A-Hand Center,Community Services,"3234 State Hwy 718, Walker, KY 40997",606-542-4212,36.8837622,-83.687205,N/A,https://www.facebook.com/lendahandcenter/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
317,Knox,Flat Lick Family Resource Center,Family Services,"110 Ky 3085, Flat Lick, KY 40935",606-542-5147,36.8402883,-83.7859249,Mon-Fri 8-4,http://www2.knoxkyschools.com/learning/frysc/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
318,Knox,Kentucky Career Center - Barbourville,Career Services,"464 Court Square Barbourville, KY 40906",606-546-2639,36.866251,-83.888048,Mon-Fri 8-5,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
319,Knox,Knox County Public Library,Library,"206 Knox Street Barbourville, KY 40906-1428",606-546-5339,36.866634,-83.887463,"Mon-Wed 9-5, Thurs 12-7, Fri 9-5, Sat 9-1",http://knoxpublicLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, bookmobile",
320,Knox,Knox County Extension,Cooperative Extension Offices,"215 Treuhaft Boulevard, Suite 7 Barbourville, KY 40906",606-546-3447,36.850861,-83.865629,"Mon-Fri 8-4:30, closed daily 12-1",http://knox.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321,Laurel,Save-a-Lot - London,Grocery,"825 S Laurel Rd, London, KY 40741",606-864-3882,37.095279,-84.067259,Everyday 8-9,https://savealot.com/grocery-stores/london-40741-23473/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
322,Laurel,Kroger - London,Grocery,"1805 N Main St, London, KY 40741",606-864-4311,37.138494,-84.099751,"Mon 7-11, Tues-Sun 7-10",https://www.kroger.com/stores/details/024/00331?cid=loc_02400331_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
323,Laurel,Willow Creek Market,Grocery,"9241 E Laurel Rd, London, KY 40741",606-864-0043,37.084997,-83.902405,"Mon-Fri 9-5, Sat 9-4",N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A
324,Laurel,EC Porter IGA,Grocery,"714 E 4th St, London, KY 40741",606-864-5145,37.084997,-83.902405,"Mon-Sat 7-9, Sun 8-9",https://porter.iga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
325,Laurel,Walmart Supercenter - London,Grocery,"1851 Highway 192 W, London, KY 40741",606-878-6119,37.11408,-84.091671,Everyday 6-11pm,https://www.walmart.com/store/1113/london-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
326,Laurel,Kroger - London,Grocery,"1732 KY-192, London, KY 40741",606-878-1254,37.106621,-84.089195,"Mon-Thurs 7-11, Fri-Sat 7-12, Sun 7-11",https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
327,Laurel,The Amazing JJ,Produce Market,"140 James Lewis Dr, London, KY 40744",606-878-0690,37.105641,-84.064416,N/A,https://mobile.facebook.com/The-Amazing-JJ-1872239872843987/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
328,Laurel,The Jones Market,Produce Market,"1508 S Laurel Rd, London, KY 40744",606-765-7292,37.105641,-84.064416,Mon-Sat 9-5,https://www.facebook.com/TJM5119/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
329,Laurel,Shae's Produce,Produce Market,"2050 North Laurel Road London, Kentucky 40741",606-309-0216,37.167518,-84.119862,N/A,https://www.facebook.com/Shaes-Produce-302424343503449/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
330,Laurel,London-Laurel County Farmers' Market,Farmers Market,"529 S Main St London, Kentucky 40741",606-864-4167,37.12585,-84.081637,Seasonal,https://www.facebook.com/pages/category/Farmers-Market/London-Laurel-County-Farmers-Market-105850682843290/,N/A,No,yes,Yes,N/A,N/A,N/A,N/A
331,Laurel,London Regional Recycle Facility,Recycling Centers,950 TLC Lane London KY 40741,606-864-5521,37.120108,-84.056849,24/7,https://www.londonky.gov/departments/recycling-progr,"We are working hard to accommodate all of your recycling needs.  If you have any questions, feel free to contact us anytime at 606-864-5521. coflsaedge@gmail.com Curbside recycling available for the city of London.",N/A,N/A,N/A,"GL, AL, PL( HDPE, PET, PS, PP, PVC, LDPE, OTHER), FE, NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, WHITE, ONP, UO, ESCRAP, MRP, EGC",16,"Handler, process, dropoff, curbside",Government facility
332,Laurel,Laurel County Family Support,Family Services,"101 S Main St, London, KY 40741",606-878-7740,37.128386,-84.083835,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
333,Laurel,Pennyrile Allied Community Services,Community Services,"1612 Hampton Rd, London, KY 40741",606-330-0708,37.108472,-84.074477,N/A,http://www.pacs-ky.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
334,Laurel,American Red Cross - London,Community Services,"107 C V B Dr, London, KY 40741",606-878-6333,37.1287351,-84.0841454,N/A,https://www.redcross.org/local/kentucky.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
335,Laurel,Kentucky Career Center - London,Career Services,"100 University Drive London, KY 40741",606-330-2115,37.1154814,-84.0627179,"Tues, Thurs 8-4",https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
336,Laurel,Daniel Boone Development  - London,Community Services,"188 Dog Patch Trading Center London, KY 40741",606-864-9121,37.1464721,-84.1106611,Mon-Fri 8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
337,Laurel,Independent Opportunities Comm,Family Services,"90 Southern School Rd, Somerset, KY 42501",606-676-0630,37.038208,-84.622722,Mon-Fri 8-4:30,http://independentopportunities.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,Laurel,Laurel County Public Library,Library,120 College Park Drive London KY 40741-1414,606-864-5759,37.116019,-84.060935,"Mon-Fri 9-8, Sat 9-5, Sun 1-5",http://www.laurelLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, printing services, free WiFi, bookmobile, outreach services",
339,Laurel,Laurel County Extension,Cooperative Extension Offices,"200 County Extension Rd. London, KY 40741",606-864-4167,37.119805,-84.079359,Mon-Fri 8-4:30,http://laurel.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
340,"Laurel
","Walmart Supercenter -  South Stewart Road, Corbin",Grocery,"60 S Stewart Rd, Corbin, KY 40701",606-523-1770,36.972574,-84.102507,Everyday 6-11pm,https://www.walmart.com/store/1259/corbin-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
341,Lawrence,Walmart Supercenter - Louisa,Grocery,"275 walton Dr, Louisa, KY 41230",606-673-4427,38.102213,-82.624198,Everyday 6-11pm,https://www.walmart.com/store/4461/louisa-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
342,Lawrence,Save-a-Lot - Louisa,Grocery,"Rt 7-Box 20110, Louisa, KY 41230",606-638-3605,38.12458,-82.623425,Everyday 8-9,https://savealot.com/grocery-stores/louisa-41230-23818/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
343,Lawrence,Food City - Louisa,Grocery,"70 Business US 23, Louisa, KY 41230",606-638-3434,38.117871,-82.619571,Everyday 6-12am,https://www.foodcity.com/stores/store-details/433/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=433,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
344,Lawrence,4 got n tymes,farm,"2770 Little Cat Fork Rd, Louisa, KY 41230",606-465-4501,38.183627,-82.763105,"Mon-Sat 10-6, Sun 12-5",https://www.facebook.com/forgotntymesfarm/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
345,Lawrence,Lawrence County Farmers Market,Farmers Market,"249 Industrial Park Road,Louisa, 41230",606-673-9495,38.096421,-82.619246,Seasonal,https://lawrence.ca.uky.edu/content/farmers-market,N/A,No,No,Yes,N/A,N/A,N/A,N/A
346,Lawrence,Boyd's Scrapyard AKA TB Recycling,Recycling Centers,20857 US HWY 23 N Louisa KY 41230,606-686-1108,38.158604,-82.644263,N/A,https://www.facebook.com/Boydsautorecycling/,N/A,N/A,N/A,N/A,"AL, FE, NONFE",3,"Handler, process, dropoff",Commercial recycler
347,Lawrence,Lawrence County Recycling Center,Recycling Centers,175 Business Way Louisa KY 41230,606-638-4102,38.097194,-82.620389,N/A,http://lawrencekentucky.com/category/recycle-center/,"Markets to: Lexington area. &nbsp;2 Marathon hy-press vertical balers, 20/ton, 230 volt, forklift, van. Email: josborne@lycomonline.com",N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, ONP, MRP",8,"Handler, Process, Dropoff",Government facility
348,Lawrence,Social Service Department - Louisa,Family Services,"180 Bulldog Ln # 2, Louisa, KY 41230",606-638-4360,38.097968,-82.60403,Mon-Fri 8-4:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
349,Lawrence,Lawrence County Child Support,Family Services,"314 E Madison St, Louisa, KY 41230",606-638-4426,38.114936,-82.601732,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350,Lawrence,Child Support Division - Louisa,Family Services,"122 N Main Cross St, Louisa, KY 41230",606-638-9622,38.116155,-82.602946,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,Lawrence,Northeast KY Community Action - Louisa,Career Services,"180 Bulldog Lane Louisa, KY 41230",606-638-4067,38.098112,-82.603987,Mon-Fri 8-4:30,nkcaa.net,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352,Lawrence,Lawrence County Public Library,Library,102 West Main Street Louisa KY 41230,606-638-4497,38.114723,-82.604689,"Mon 9-5, Tues 9-6, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 9-1",http://lcplky.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free WiFi, quiet rooms, bookmobile, teen and childrens programs, ebooks",
353,Lawrence,Lawrence County Extension,Cooperative Extension Offices,"249 Industrial Park Road Louisa, KY 41230",606-673-9495,38.096908,-82.619623,"Mon-Fri 8-4:30, closed daily 12-1",lawrence.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354,Lee,Save-a-Lot - Beattyville,Grocery,"2093 KY-11, Beattyville, KY 41311",606-464-8437,37.548823,-83.724574,Everyday 8-9,https://savealot.com/grocery-stores/beattyville-41311-24458/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
355,Lee,Jack's IGA,Grocery,"285 Main St, Beattyville, KY 41311",606-464-2707,37.572932,-83.710893,Everyday 9-8,https://www.jacksigabeattyville.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
356,Lee,Social Service Department - Beattyville,Family Services,"256 Main St #26, Beattyville, KY 41311",606-464-8801,37.57366,-83.70998,Mon-Fri 8-4:30,https://www.ebtcard.net/program/Family Services_support_office_lee_county_41311.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
357,Lee,Food Stamp Program - Beattyville,Family Services,"256 Main St #27, Beattyville, KY 41311",606-464-2404,37.57366,-83.70998,Mon-Fri 8-4:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
358,Lee,Lee County Habitat for Humanity,Community Services,"Main St, Beattyville, KY 41311",N/A,37.5744028,-83.7104985,N/A,https://www.habitat4humanity.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
359,Lee,Kentucky Career Center - Beattyville,Career Services,"205 Main Street Beatyville, KY 41311",606-464-2254,37.573341,-83.710568,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360,Lee,Middle KY Community Action - Beattyville,Community Services,"1970 Old Hwy 11 Beattyville, KY 41311",606-464-2259,37.637268,-83.694037,Mon-Fri 8-4:30,https://mkcap.org/index.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361,Lee,Lee County Public Library,Library,"255 Industrial Park Road P.O. Box V Beattyville, KY 41311",606-464-8014,37.550763,-83.722267,"Mon-Fri 9-5, Sat 9-1",https://leecplky.booksys.net/opac/leecplky/index.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,Lee,Lee County Extension,Cooperative Extension Offices,"257 Industrial Park Rd Beattyville, KY 41311",606-464-2759,37.552919,-83.723476,Mon-Fri 8-4:30,http://lee.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
363,Leslie,Save-a-Lot - Hyden,Grocery,"92 KY-80, Hyden, KY 41749",606-672-3752,37.118853,-83.741236,Everyday 8-9,https://savealot.com/grocery-stores/hyden-41749-24739/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
364,Leslie,Cox IGA Supermarket,Grocery,"21224 KY-80, Hyden, KY 41749",606-672-2070,37.151629,-83.372455,"Mon-Sat 7-9, Sun 9-8",https://www.iga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
365,Leslie,Begley General/Randy Lee's,Produce Market,"23983 Hwy. 421, Hyden, Ky",606 672-4858,37.150402,-83.402376,"Mon-Sat 8-6, Sun 11-4",https://www.facebook.com/BegleysGeneralStore/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
366,Leslie,Leslie County Recycling Center,Recycling Centers,24778 HWY 421 Hyden KY 41749,606-672-4103,37.14716,-83.411094,N/A,http://www.lesliecoky.com/government/solid-waste-coo,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, ST CANS, ONP, ESCRAP, MRP",8,Dropoff,Government facility
367,Leslie,Cabinet for Health and Family Services,Family Services,"21150 US-421, Hyden, KY 41749",606-672-2307,37.15081,-83.37245,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
368,Leslie,Leslie County Child Support,Family Services,"21892 Main St, Hyden, KY 41749",606-672-4452,37.1621141,-83.3734968,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
369,Leslie,"LKLP Community Action Council, Inc",Career Services,"121 Maple Street Hyden, KY 41749",606-672-2155,37.163361,-83.376399,Mon-Fri 8-4:30,https://www.lklp.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
370,Leslie,Leslie County Public Library,Library,"22065 Main Street Hyden, KY 41749",606-672-2460,37.161899,-83.374865,"Mon 8-5, Tues 8-8, Wed 8-5, Thurs 8-8, Fri 8-5, Sat 8-2",http://www.leslieLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, bookmobile, free online classes",
371,Leslie,Leslie County Extension,Cooperative Extension Offices,"22045 Main Street Hyden, KY 41749",606-672-2154,37.161881,-83.374415,Mon-Fri 8-4:30,http://leslie.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
372,Letcher,Food City - Whitesburg,Grocery,"251 Medical Plaza Ln, Whitesburg, KY 41858",606-632-9680,37.125159,-82.842931,Everyday 6-12am,https://www.foodcity.com/stores/store-details/436/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=436,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
373,Letcher,Save-a-Lot - Whitesburg,Grocery,"136 Parkway Plaza Loop, Whitesburg, KY 41858",606-633-1884,37.123398,-82.839413,"Mon-Sat 8-9, Sun 9-8",https://savealot.com/grocery-stores/whitesburg-41858-23582/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
374,Letcher,Walmart - Whitesburg,Grocery,"350 Cs-1003, Whitesburg, KY 41858",606-633-0152,37.11702,-82.79496,Everyday 6-11pm,https://www.walmart.com/store/552/whitesburg-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
375,Letcher,Price Less Foods - Whitesburg,Grocery,"34 Whitesburg Plaza, Whitesburg, KY 41858",606-633-3086,37.116183,-82.796438,Everyday 7-10,https://www.mypricelessfoods.com/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
376,Letcher,Isom IGA,Grocery,"29 Isom Dr, Isom, KY 41824",606-633-9820,37.184116,-82.907006,"Mon-Sat 7-9, Sun 10-9",https://isom.iga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
377,Letcher,Frank's Market,Grocery,"32 Marshalls Branch, Jenkins, KY 41537",606-639-2118,37.206595,-82.58036,N/A,N/A,Approximate location,No,No,N/A,N/A,N/A,N/A,N/A
378,Letcher,Golden Apple Fruit Market,Produce Market,"1523 Highway 119 N Whitesburg, Kentucky 41815",606-633 4994,37.125158,-82.786947,"Mon-Sat 8-8, Sun 11-8",https://www.facebook.com/GOLDENAPPLEFruitmarket/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
379,Letcher,Letcher County Farmers Market,Farmers Market,"Veterans Memorial Parking Lot, 100 E Main St, Whitesburg, KY, 41858",606-634 9468,37.117181,-82.824773,Seasonal,https://www.facebook.com/WhitesburgLetcherCountyFarmersMarket/?rf=275717472568415,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A
380,Letcher,Baker's Scrap Metal and Recycling,Recycling Centers,68 Ray Baker Hollow Thornton KY 41855,606-632-0007,37.1848025,-82.7780985,N/A,N/A,"Bakers Scrap Metal & Recycling is located in Thornton, Kentucky. This organization primarily operates in the Scrap and Waste Materials business",,,N/A,"AL, FE, NONFE, ST CANS",4,"Handler, process, dropoff, broker",Commercial Recycler
381,Letcher,City of Whitesburg Recycling Center,Recycling Centers,1447 HWY 931 South Whitesburg KY 41858,606-632-2267,37.135746,-82.823932,"Mon - Fri 7:30-4, Sat 7:30-12:30.",https://www.facebook.com/pg/CityofWhitesburgRecycl,"Market to: Northern KY, Lexington area. Equipment: 4 balers, 3 work, forklift/bobcat, paper shredder, spine cutter, 2 belt lines.",N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, WHITE, ONP, MRP",9,"Handler, curbside",Government facility
382,Letcher,Letcher County Child Support,Family Services,"95 E Main St # B, Whitesburg, KY 41858",606-633-9047,37.118625,-82.82739,Mon-Fri 9-4,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
383,Letcher,Cowan Community Center,Community Services,"81 Sturgill Branch, Whitesburg, KY 41858",606-633-3187,37.067587,-82.857315,N/A,http://www.cowanCommunity Servicescenter.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,Letcher,Eolia Christian Community Outreach,Community Services,"135 Emily Ln, Eolia, KY 40826",606-633-2992,37.049198,-82.804403,N/A,http://www.eccotruth.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
385,Letcher,Kentucky Career Center - Whitesburg,Career Services,"417 Hwy. 2034 Whitesburg, KY 41858",606-633-3154,37.116023,-82.797203,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
386,Letcher,Blackey Public Library,Library,"295 Main Street Loop, P.O. Box 337 Blackey KY 41804-0037",606-633-4013,37.139918,-82.980009,"Mon-Tues 9-5, Wed 9-7, Thurs 9-5, Fri 9-5, Sat 9-4",http://lcld.org/blackey.html,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, free WiFi, printing services, reading and outreach programs, bookmobile",
387,Letcher,Harry M. Caudill Memorial Library,Library,220 Main Street Whitesburg KY 41858,606-633-7547,37.117649,-82.825929,"Mon-Tues 9-5, Wed 9-7, Thurs 9-5, Fri 9-5, Sat 9-4",http://lcld.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, free WiFi, printing services, reading and outreach programs, bookmobile",
388,Letcher,Fleming Neon Public Library,Library,1008 Highway 317 P.O. Box 236 Neon KY 41840,606-855-4565,37.192277,-82.713489,"Mon-Tues 9-5, Wed 9-7, Thurs 9-5, Fri 9-5, Sat 9-4",http://lcld.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, free WiFi, printing services, reading and outreach programs, bookmobile",
389,Letcher,Letcher County Extension,Cooperative Extension Offices,"478 Extension Drive Whitesburg, KY 41858",606-633-2362,37.11375,-82.832897,Mon-Fri 8-4:30,http://letcher.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
